"","p_cntrl4224","p_cncr8407","p_cntrl6764","p_cncr3273","p_cntrl1262","p_cncr8861","p_cncr5984","p_cncr8964","p_cncr7142","p_cncr1466","p_cntrl8055","p_cncr5423","p_cncr4352","p_cncr5461","p_cntrl4503","p_cncr5996","p_cntrl6350","p_cntrl2055","p_cncr9392","p_cncr2497","p_cntrl3871","p_cntrl9527","p_cncr8117","p_cntrl3797","p_cncr2900","p_cncr4395","p_cncr2896","p_cncr3688","p_cncr3488","p_cncr5857"
"10111011010111100111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11001110011101110100",277305,347278,441627,224671,111682,129878,37928,38805,10356,545100,106677,1318356,29140,74203,420851,11861,54903,112832,1040013,1545,34626,15319,2185,635863,678,3649,41259,189643,7514,133046
"10110001001100000000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00011111011110101001",8426,221288,287749,39833,12283,1792731,111,18305,5977,3695596,16634,2970,527038,845,1399323,1174,258856,25772,113203,43975277,14792,6551,33609,820823,21158684,89782,259,2166693,162402,16507
"11101010001011101101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11010001100100001011",10,241491,18928,1220,19275,859,397170,1196,50,9744,270,276,67836,595,15323,20189,15210,4844,523384,63133,404,37947,145,318,67568825,1056712,10,673,2208,4336
"00001110110101001011",10157,4586987,1146,145848,10956,52521,61848,776,2587979,3048706,155932,505,63492,336,15622,33344,363693,2461,49143,3879517,28255578,10293817,1723,684329,5613088,1395745,44,1968305,23430,995
"00011101111001000111",50019,8020,5740,6043021,2181531,28362,21485,33492319,216472,59119,96594,733385,364105,33779,5547,1608339,286415,142347,50715,2522232,1718982,7564910,1070616,61824,165950,629088,1192,750376,1246387,44868
"00010000111100010101",15449,10170,274889,175799,24970,31967,9155,1329457,6396,57821,53827,779608,63997,77149,1755,79628,190666,46103,6873175,6199,1364,930393,106486,17018,3520581,124090,88688,4255,46477862,6671
"00111111001110010111",9668,6818,445841,49319,34437,30375,491,85144,670068,2834898,27926,393109,16179,138096,3483,20978,1882272,587662,1291796,58151,99,3548,4600210,7132412,117408,234844,19345,80927,252707,342754
"11100011010000011110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11100010011111011110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00011011111000111011",632,83112,10396,8655,66601,83478010,239,1754962,441,12906,900218,20541,190925,5037,182273,78421,551126,4856,636422,6953400,49738,1118,65829,199759,8207346,99775,371,356334,1227121,110775
"11100000111010010100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00011000011011010111",12888,3171,10416,464831,36248239,220755,414,422140,551652,47196,4326,1380294,18178,383593,274,109903,442528,74907,704282,38234,4650,49052,4045746,457200,5977,25235,548077,90306,292335,3360732
"10011110011110011110",69379,1417597,221005,420677,233192,36317,9008,980,1150555,2779250,68765,1921709,4823,2759,4321,8272,148044,2585,12012571,9922,226,1331,35032,1582398,30776,53342,787,2227348,42395,597826
"01101001001001000001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00110001110000110001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00111101011010011011",1995,124963,263733,198987,21682,1096687,37,357323,503419,97614,155193,96831,68226,35073,20364,5262,298352,37031,613171,1198391,12937,1578,62114472,226526,95346,386774,79173,92386,205461,509779
"10110100001001100001",3070069,47548,8679,14452672,35355,113885,194625,2054811,3179,102860,17783,179878,383674,5857596,55178,16485,86633,2894878,12250,11528,32493,22008,609091,33219,3286,41237,2247059,2383,213286,557865
"10000101101101111000",981708,46770,1961258,268630,1308,128530,9342879,35014,5381,57032,47664,85410,470349,237321,2913742,252747,81943,1704092,31437,8582,337402,111411,38908,153527,101727,252274,10401,6758,59494,7458
"00110000101011111000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00001111001011011010",42815,12716,80687,43248,95407,1016969,15284,1334,127113,132284,41775,45725,31249,79610,143440,5581,1198322,337324,83806,399978,129626,5081,360035,19217446,13019,265843,6361,180944,1949,424047
"11001110000011010100",20668,5300,7784,31418,709796,2323,6333,57,747,81383,4626,12112,4781,147004,12750,3798,19983,2223,171089,76,403,435,655,26643,926,166,6095,1676,18,892236
"01100001111011010100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01110011000101010101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10001111010110000000",9227,54500,2918639,918106,106015,2153,19167,517,180344,18661995,71477,189317,710297,3548,208289,24928,665684,200701,109330,46084,117077,15450,3695,1515696,771272,6370,1793,44624,22112,168053
"11001100010011111000",423546,1536111,222912,205661,79612,575806,7359,3411,95963,155634,231545,36945,806644,141187,843920,11643,143215,3059,13474,15348,3746367,4474,111793,50858,452,1889,371810,192152,2228,838146
"01010010100011101011",926,44896,5,656,277352,375154,6016,338,19,647,459,9,105481,4327,32114,1154,5889,301,17451,757334,1578,2460,403,9447,4177145,12941,21,187064,457,28900
"01111000011101000011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10110110101000100000",7304214,95204,1995,8128728,3329,68530,716009,973242,170,23933,1084111,230001,759312,633165,221650,17568,156031,133584,21969,3480,5732,755,15012,91353,59793,22039,51349,21349,1648351,381937
"11110000010111011001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11011101011011010001",247306,123401,539741,2383191,476609,401773,1724,1018021,16890,39346,443091,2162014,4202692,395424,30613,5887,1417436,206775,85904,223413,69898,2436,12797585,98377,19557,18973,7526898,13512,4265,1903414
"00001101000001000100",346,110,57969,56066,368123,202,15341,3918,1535,455104,49,3547,5291,84857,99818,213572,5212,141360,65886,3347,27552,521554,574,3369,7668,2721,50,662,1919,27008
"01100111000011100011",92,1135,1145,2587,156240,70760,437,1789,126,7095,635,125,79821,32533,249223,394,1733,289420,29016,105584,5210,3185,16976,67311,64713,2971,226,12464,91,54090
"01100101011001010101",36389,2966,1402496,320343,20865,321669,2298,6404350,25341,7808,432799,3026460,57507,3346507,304736,8051,19403,3257745,800394,46063,366904,610073,12595353,51490,1024,71433,2839000,2686,185925,26959
"10111010010111111010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01111110000101101101",1999,603265,400,1088,1676,12502,1395,397,1261,923600,79,14,1377,13110,507217,1941,1240,563,103480,140761,553,7173,91,5579,41416,8510,16,87221,347,3760
"00010000100000000101",412,323,1231,24032,153300,771,7945,33798,21,17588,458,1189,16084,43841,1144,88797,13370,2086,256672,2118,251,322161,511,114,4955027,9045,253,160,572618,9985
"10100010001001010101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10011101010001101110",47637,146695,83085,1796803,2970362,49225,157235,241654,982800,1747106,13334,1196326,183644,51283,572192,6194508,17125,25313,74646,514798,3006347,166705,52154,25965,733,7197,28,3995628,114544,640944
"11110010010110001000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10111110011111110001",792794,578449,15092,2963571,38649,776260,685,29522,165323,1013684,69972,135090,140442,242514,35820,5114,115789,135629,159941,16650,1397,84,600295,3473364,27742,1552,893533,95399,10895,1166972
"11101110011000100100",153609,148783,44456,1155873,111885,73455,6132,720876,1455,79213,632561,728271,21312,100879,1390311,8198,34948,47706,94029,3869,43226,2527,2903,95870,315,9565,101997,114382,133509,1058354
"10010011000001011001",358,6162,8754,5676,50049,443343,15132,132,24,33515,1566,3636,7545,136391,91867,8315,4902,13250,2593316,30224,213,134,1007,5600,1000266,798,142,41,194,94992
"10010100110100110110",56830,201428,563567,1155385,71937,4488,224088,458648,157682,1134257,302077,5924139,651829,26950,3630,1324942,37231,11908,5323987,245,15626,315867,69858,9669,39589,3049,404,381594,9632173,42958
"01100111011011110001",69741,5780,124820,79049,19728,26565006,116,444096,1583,4185,1041337,123927,944876,917384,2874807,281,32369,2045678,102305,429295,130817,1597,8301132,1740422,13597,3881,1849838,43782,15597,125247
"01110101001110001010",10554,492743,763127,25500,1301,3732,169463,14656,100028,56226,1562,38160,231149,32056,257894,474,146491,1031984,231022,550217,2052,35478,766343,423342,73755,15302599,12504,264499,77886,39468
"11111101110100000101",56531,816796,334445,1590690,7275,506,53570,2832809,376803,844685,753203,373701,1259164,44626,74139,1328478,383844,16661,38533,111394,218182,356106,118148,5003,283088,185587,17670,40368,1090485,26715
"11001110001010011001",320206,823516,201011,40866,11599,1669000,2179,1747,1242,157190,3188102,13303,68720,35774,37170,132,12472420,4065,45025,43543,16714,860,68679,301829,84811,474048,2752230,5149,2021,512758
"11101101111111100001",298054,147575,51447,2272794,49119,25940,25696,924161,65623,15369,71148,16294,3466890,57927,1111626,102686,156766,1082066,437,257651,1083120,34124,370011,326652,143674,263086,1070706,91226,13510,87797
"00111111011010001110",19438,36096,17543,492510,206396,86054,1032,54570,669450,150796,50209,470288,9640,16164,241547,17536,36381,22640,387024,2460124,5871,2036,404871,1843340,13710,148345,274,7129173,303714,772158
"01001001000100111101",1,3269,3116300,9,9962,31818,135,1583,33,245009,47,60,1873,6900,718196,28570,11701,4826,832227,10893,469,24399,165,677,461552,15949,95,283,4197,3996
"01010110101001000010",1219700,375547,297,579542,27099,40311,4058831,250826,1262,4748,265212,124843,1359756,86840,13014,1218,722957,115293,93227,193216,159030,281904,20780,397360,64505,1004848,7158,720426,48724,37684
"10010011110111001110",146587,51083,5280,552761,2228596,7265,7361391,647,2756039,79285,12420,955318,152774,15519,100489,2949853,18421,27224,156628,744380,37378,65893,7412,1659255,570812,34089,15,4213790,95928,111046
"01011001101011100101",698904,775,5043,76057,2652089,156603,18228,16071850,1162,2799,6328,31403,3444533,1702840,228817,1035994,2579959,212507,274,2293808,94218,105380,409107,93891,85523,160993,342817,179977,523929,553853
"10011011110101011010",8072,2070895,16220,114766,60740,92646,1158189,1832,817592,281054,99727,252022,138422,12705,92295,2360755,240424,10593,932031,266987,146764,2809,4019,1198249,617363,28346,82,276675,15471,148909
"10000011111101111100",162101,7994,223363,96157,75500,1119190,1138358,18175,4659,11725,76450,1007659,21287,101817,7889071,1245316,5060,280119,523512,26397,45470,15571,1913,811002,108477,11967,569,60656,195117,20723
"11011000100011101011",1423,224144,21,7944,2436735,23461,19822,1487,200,1787,167,22,111432,6524,9143,61156,29686,195,1400,68734,3764,1133,648,1269,369741,27491,431,33426,139,597092
"01011111011101000110",8867,233819,76427,156679,350620,8216,85552,178362,145147,560861,6515,1586379,82418,7756,117044,12537,89495,482901,2664128,1580953,43643,446735,10309,1807076,16598,245308,124,7929882,22766,36472
"11100011010111100000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10001100000111010101",2892,2066,119495,76014,468481,218,3268,61,38171,3366952,108,2362,2177,51340,592,53098,24551,16386,162170,46,230,38542,4347,10087,33769,1480,8009,145,170,76293
"00101001111101000000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10001100100010001101",9482,5735,2957,135978,207696,562,5035,308,1670,135829,4911,109,5495,2905,3832,115640,38550,88,3017,2333,5153,64914,671,409,1144513,43744,302,1174,3752,35614
"00110001000100001010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01111110001111001100",5824781,1168573,3708,99852,3827,6560,150894,1117,780612,363891,2107,13409,9307,245013,400079,1616,170757,24170,21719,390009,2617,10682,19559,3718280,2403,758653,32325,2508706,7389,98126
"11001111100111001100",20524,33437,4874,12193,49404,238,566998,12,3852,69337,923,289,13890,2523,765082,66219,7822,1491,6031,28993,5597,11545,29,38763,398585,26412,6,46693,23,9828
"01011110000000111001",158,639674,7547,173,848,1523538,19,1405,2,317463,14069,22,25799,3907,118806,72,42342,42,1202462,52281,516,208,410,673,638399,1549,105,5517,680,14849
"10110101111000001001",226333,291792,48350,12346055,2347,133686,69729,2659482,6633,11174,2493250,236387,569851,53565,317937,42722,44144,53240,55612,832044,192962,26782,843952,5704,1710579,1027265,28859,6967,1873151,28445
"01001100100010010110",334,2923,11356,4269,211729,330,1147,3391,1303,11515,5852,1598,16176,8807,687,17262,74226,413,167165,87,1038,33226,6568,2168,23944,11529,1004,9019,3156,83603
"11000010110000101101",68713,156762,7941,35049,131730,1281710,44222,48771,267,14544,4127419,22733,168990,13864,907583,72822,59427,554,32556,208863,1264400,174269,454,5512,418141,27362,2097,87730,962783,24038
"11010000101001001000",4853917,792282,1788,777597,27401,31143,75575708,68351,592,741,27921,92942,470184,695422,175334,26614,346641,42112,8940,65081,114830,48300,4738,15797,31501,1917484,357983,9082,53271,173676
"10011100111010010001",788320,149437,46856,15714768,118408,109702,1133,1055621,13093,68152,4950104,473131,2010265,52746,794,24808,4222798,4151,62127,8225,15851,3273,2836875,25512,931424,29882,3458862,9616,475051,816531
"10001011011111101100",65059,6643,137697,150340,4069413,154780,81491,1186,65333,235679,734,139885,10543,25418,9542304,453475,16898,402774,23225,373097,25789,4962,778,6508073,26013,14426,764,574719,14899,493462
"11111011111111010111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11101001101111101110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01000101010100101010",113,733763,10700219,3644,4131,38262,35929,17131,17591,733442,10156,13409,857592,823,3701226,3283,20443,158026,999465,807457,3216585,4695542,7354,26445,165391,372185,39,903314,211865,1563
"11001010000000000001",29,25611,3885,3473,245504,5990,2373,303,2,75883,2061,202,6770,5372,11563,904,149001,3147,144719,2136,814,1297,7,1947,737954,7997,4211,28,199,223089
"10100001001000000001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00100011001000101000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01011110100101110010",509,653447,442,1272,5297,8165,13896,1520,189,91990,1061,155,99198,3640,12482,4053,20794,1153,848450,2313,744,2016,131,22431,246028,1867,10,166145,214,9918
"01001100101011111010",551437,271576,6620,27585,32942,698213,42799,57300,20584,3344,88043,2934,454512,85469,99567,11129,1345170,11752,2421,49732,1144075,38740,358747,389067,3866,857647,162728,1311846,9369,174442
"01101110110101001000",185373,25478254,1539,120066,158,11325,281118,881,907137,221443,254896,799,86890,8904,1983601,8022,73798,2546,14227,639974,13422191,248259,816,465655,83344,380408,2533,1040293,9921,2062
"11101100110100101011",4227,53705065,25294,107916,2763,18656,31934,59330,293170,358665,407116,982,245495,1017,118962,70097,159771,1935,10915,100666,5025862,338254,8397,10463,213519,1932838,4421,359177,93865,12313
"11001010111010101011",11396,805384,777,45163,1875761,4189863,3503,32906,589,2088,740878,2816,193927,841,91604,6866,822603,1259,5124,1067736,193842,2310,2753,258286,1336450,713754,18899,871900,26095,714022
"01110000010010111000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01011100010001001000",116872,10528391,15446,307036,8247,35703,43797,19690,118406,484121,34995,15631,626574,40110,325911,3660,180214,1827,66510,1599884,9291232,420044,16038,11227,5431,65060,8601,635771,23728,37180
"11101010010001010101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11110111010101110010",13791,1923560,295879,146361,9428,154181,130867,60117,98850,280199,191798,3336593,1264550,234359,793607,14642,10195,913174,6152625,20819,31126,1012,188863,693344,2463,1101,2265,373351,9275,203907
"10101011010001011101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00110110100011110011",5594,4710,23,30593,29891,182254,389,4159,631,6506,8588,259,81248,122995,2348,3840,3516,3857,117647,3313,230,236,129903,37644,316046,301,434,20772,2003,84409
"01110100100110011000",3319,553811,14533,2442,30,656,8525,121,1195,10625,1515,98,45791,18888,34741,306,4449,347,512337,811,38,924,9607,1437,832535,26441,2038,3225,3243,3129
"11110010100111011010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00110100000111000111",754,2772,1442,80924,204595,60,6974,458,218581,486360,5,1260,2654,47866,321,8887,1034,77233,463362,2006,44,271035,41035,14877,52172,15254,207,9035,3558,19563
"11010111001111000110",773994,32346,139604,554394,1298840,2005,7204794,10412,71999,158927,5013,7845894,316455,118063,38552,9186,188306,4245256,324108,76424,1271,57898,65788,4407650,10076,253422,2465,889082,5303,363280
"00101110110100000111",3705,167186,5544,350657,18547,2248,5301,40323,3638861,4113932,468057,14435,14201,2433,3260,220115,250197,7935,183397,48858,451948,3794807,8962,334541,682781,333258,388,408854,1788095,5547
"11001101001100000100",30048,28021,31607487,213289,49046,238,1062669,147428,7565,1406501,8158,1007153,84230,56537,240274,66479,1459391,2395126,86568,4621,28370,863449,3817,59900,10131,1701312,50022,3766,75163,75888
"10111110110111001000",8243282,14844252,420,9970563,4070,4410,591633,240,13008838,859039,132909,12349,241155,25862,163312,98638,80988,1442,6247,198858,173107,2107,9774,1290588,167504,22068,3043,1950446,11165,120390
"01000101001000001111",2871,11746,1914127,12178,52210,79716,40373,435297,2917,51450,54474,81819,37734,19179,103611,3294,344555,361648,244515,1143800,363149,21929038,203409,17478,51901,36029993,3549,28491,354574,7321
"00111100110110011011",9703,5918790,20388,144261,1146,25270,607,10434,23868432,1090659,258650,3360,172359,5246,1534,36947,630138,531,195797,131325,48805,34398,3142186,108287,1721337,380720,12454,517266,563437,23214
"11110110101101111100",57965664,2537324,7889,188012,379,165108,5732331,44968,10434,17214,357831,243530,48385,1482426,1467692,27242,21088,19959,136367,5035,3012,2170,20346,231153,2385,71174,24076,322362,51842,32850
"11001010100010000110",384,3312,252,10057,11245583,241,41317,240,138,3983,2086,2056,5286,3650,2254,62356,59725,583,31977,295,232,1491,19,13551,103164,9134,185,7213,643,1265106
"00100001010011001000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01111111000101001100",1039,157088,5093,2129,1126,593,33512,138,6064,469226,57,334,1464,23184,2495435,6679,1087,5450,356665,164859,529,4270,103,20403,21576,16916,3,41756,148,5607
"11001000010101110111",1025,171746,400305,21926,4076902,49744,15481,72089,294972,725152,7712,285487,35486,75136,8459,749611,183214,81088,553527,2402,231204,512383,14576,60666,1562,11939,69910,32812,31511,326494
"10011011110010100011",4421,20352,3062,411144,10403322,487344,2143,331229,5719,96923,515123,75637,7494707,7600,25630,1266604,1741192,11101,10249,1397737,109109,1102,42289,257504,7516813,3983,832,485049,472054,3319894
"00111100110100111010",5484,11545501,39633,68580,295,45213,5397,82202,1542276,1063488,107506,7261,157049,8741,60842,177216,71111,1116,570431,20564,125937,17548,103690,38864,84375,50999,548,1600844,2115345,17962
"11000110100001000100",74634,7538,438,180017,120015,453,1973123,723,44,6781,17327,7292,20034,45653,42191,13040,2839,3876,61193,340,10316,79413,27,2231,23765,2680,138,2141,380,15279
"10010011001101000110",37985,3771,78612,463595,3376736,3135,30072889,18063,28012,243940,484,13458820,18398,295230,30025,369949,91054,21023709,1767363,24711,712,75047,3171,3439169,23473,163935,535,30956,77816,462222
